,sound,midpoint,word,phoneme,stress,duration,intensity,F0,F1,F2,F3,Vowel,Context,F1/S(F1),F2/S(F2),F1g/S(F1g),F2g/S(F2g)
36,ngf_01208_00075398965,3.935,leprosy,ɔ,0,0.0300000000000002,67.8443390228405,222.98117802327500,477.4239457314350,1615.5008682634600,2551.6456059634300,THOUGHT,leprosy,1.11,1.424,NA,NA
38,ngf_01208_00075398965,4.17,leprosy,i,0,0.1200000000000000,66.47024330422450,208.06335661759200,414.12376566079900,2425.8253891961500,2500.857704792040,HAPPY,leprosy,0.962,2.138,NA,NA
39,ngf_01208_00075398965,4.275,are,a,NA,0.0899999999999998,65.73818990539150,189.35798220483700,810.585171794944,1510.5356876455500,2251.411069610060,BAT,are,1.884,1.331,NA,NA
42,ngf_01208_00075398965,4.515000000000000,curable,ʊ,1,0.0699999999999994,65.86492003146630,206.70914345375900,505.39397481605700,1752.537554410550,2119.880565155490,FOOT,curable,1.175,1.545,NA,NA
44,ngf_01208_00075398965,4.715,curable,a,0,0.0300000000000002,66.03488314435620,189.9209637864530,545.0139170679300,1212.1178858923700,2319.6751067269800,BAT,curable,1.267,1.068,NA,NA
46,ngf_01208_00075398965,4.845000000000000,curable,ʊ,0,0.0300000000000002,57.86365057305040,180.1737443557440,505.650958186081,1167.6277787401700,2430.766535321020,FOOT,curable,1.175,1.029,NA,NA
51,ngf_01208_00151699745,0.5550000000000000,the,i,NA,0.0899999999999999,59.38656618309200,230.65861443046400,441.51131517487700,1954.3242215222000,2948.432942939550,HAPPY,the,1.026,1.723,NA,NA
53,ngf_01208_00151699745,0.7950000000000000,nasty,a,1,0.0899999999999999,76.02847368423410,259.90042215884700,815.1988140779340,1510.0870520081900,1817.6522812303500,BAT,nasty,1.895,1.331,NA,NA
56,ngf_01208_00151699745,1.045,nasty,i,0,0.07,70.32928144748290,278.51485561744000,313.95282279966200,1637.0286040967000,2642.441724947120,HAPPY,nasty,0.73,1.443,NA,NA
59,ngf_01208_00151699745,1.26,smell,ɛ,NA,0.06,74.76848285709030,243.2308335425890,740.6487210032970,1672.0739674557900,2906.173751304260,DRESS,smell,1.721,1.474,NA,NA
63,ngf_01208_00151699745,1.805,behind,i,NA,0.05,69.81856691266030,206.73437365724400,357.0087020599510,1464.1552536959300,2634.994274333770,HAPPY,behind,0.83,1.29,NA,NA
71,ngf_01208_00378359244,0.74,head,ɛ,NA,0.1,76.71738646811950,268.7509478503380,784.5749549590430,2044.067462677290,2345.8623715007500,DRESS,head,1.823,1.802,NA,NA
74,ngf_01208_00378359244,0.955,west,ɛ,NA,0.0899999999999999,75.13438951455430,233.88487718398700,679.8129157070380,1722.60687126437,2560.868593957780,DRESS,west,1.58,1.518,NA,NA
78,ngf_01208_00378359244,1.18,on,ɔ,NA,0.06,70.40404259455810,203.93405585149400,712.9239896950740,1207.2554331517700,2855.8975674072200,THOUGHT,on,1.657,1.064,NA,NA
80,ngf_01208_00378359244,1.31,awolowo,a,0,0.06,72.23506671993300,205.78623554836900,915.3698390033,1510.2322216928600,3081.2694571251800,BAT,awolowo,2.127,1.331,NA,NA
82,ngf_01208_00378359244,1.385,awolowo,o,1,0.0299999999999998,71.44485168292000,203.80154487818200,569.4530716822790,893.6879023079070,3011.3626256067900,HOAX,awolowo,1.323,0.788,NA,NA
84,ngf_01208_00378359244,1.7000000000000000,awolowo,o,0,0.3,71.38347883088390,216.69047007302200,635.3153548534070,1190.523479204570,2658.9788615309900,HOAX,awolowo,1.476,1.049,NA,NA
85,ngf_01208_00378359244,1.87,awolowo,uː,0,0.0399999999999998,72.29034440382240,205.53436911837400,404.6246370753250,1183.8106947274300,2243.2520022471800,STEW,awolowo,0.94,1.043,NA,NA
87,ngf_01208_00378359244,1.94,road,o,NA,0.04,72.01289783962030,203.19648710250600,403.16747519022500,1463.507962003940,2419.5513316174800,HOAX,road,0.937,1.29,NA,NA
91,ngf_01208_00378359244,2.4450000000000000,towards,ɔ,0,0.0299999999999998,67.39212849259890,212.91172840211200,402.3450155693230,1494.6924865974100,2789.914023320890,THOUGHT,towards,0.935,1.317,NA,NA
93,ngf_01208_00378359244,2.605,towards,ɔ,1,0.1100000000000000,72.82949810741690,208.52841091551000,618.7645867577990,1296.0551732570700,2691.9666593906400,THOUGHT,towards,1.438,1.142,NA,NA
98,ngf_01208_00378359244,3.23,road,o,NA,0.2200000000000000,67.92691631382060,183.97347584001100,384.80168495130200,1211.7737431228800,2469.6524988532400,HOAX,road,0.894,1.068,NA,NA
105,ngf_01208_00380850782,1.235,firing,i,NA,0.05,74.57291588502340,254.4524026217120,695.256568210557,2294.31460065159,2817.959667627160,HAPPY,firing,1.616,2.022,NA,NA
108,ngf_01208_00380850782,1.365,employees,ɛ,0,0.0899999999999998,68.46720195164950,206.8840290347460,609.0377753374790,2231.3036892552300,2901.9188016650400,DRESS,employees,1.415,1.967,NA,NA
113,ngf_01208_00380850782,1.73,employees,iː,1,0.08,73.46843972979420,210.91599658023700,401.1914217238720,2467.6950344574300,2860.0907249148300,FLEECE,employees,0.932,2.175,NA,NA
116,ngf_01208_00380850782,1.885,was,ɔ,NA,0.0299999999999998,68.39942628579800,184.70801314908400,530.1674375842340,1243.163692272730,2751.593378502920,THOUGHT,was,1.232,1.096,NA,NA
119,ngf_01208_00380850782,2.17,common,ɔ,1,0.06,67.11494796690950,199.24049624343500,797.449646600485,1192.1131397124300,2989.489983461050,THOUGHT,common,1.853,1.051,NA,NA
121,ngf_01208_00380850782,2.34,common,u,0,0.06,66.78304999437200,180.47344433074900,766.3783730006920,1314.4873263563300,2660.9531599595300,YOU,common,1.781,1.159,NA,NA
127,ngf_01208_00555939028,1.3,is,i,NA,0.1,46.58086963404130,--undefined--,526.9965167948430,2151.3901506084900,2450.895657516980,HAPPY,is,1.225,1.896,NA,NA
129,ngf_01208_00555939028,1.4450000000000000,a,a,NA,0.05,67.58513173226660,227.02320293214,446.79019374194200,1330.325287780460,1774.7429739908400,BAT,a,1.038,1.173,NA,NA
133,ngf_01208_00555939028,1.98,courtesy,ɔ,NA,0.08,66.11997294213200,225.892088674456,693.6297926310260,1405.1945188030400,2655.0747499574800,THOUGHT,courtesy,1.612,1.239,NA,NA
135,ngf_01208_00555939028,2.095,courtesy,ɛ,NA,0.0299999999999998,48.58482108629500,--undefined--,682.6011208774970,1557.1356504552500,2437.599536369610,DRESS,courtesy,1.586,1.372,NA,NA
137,ngf_01208_00555939028,2.255,courtesy,i,NA,0.0699999999999998,60.78650278768250,215.311145152367,292.2192641360540,1468.5523942523100,2698.068182733560,HAPPY,courtesy,0.679,1.294,NA,NA
141,ngf_01208_00555939028,2.825,title,ʊ,NA,0.0299999999999998,55.43189051260310,178.60448960312100,519.1939364845300,1016.597475203020,3059.58425363544,FOOT,title,1.207,0.896,NA,NA
145,ngf_01208_00555939028,3.39,which,i,NA,0.04,71.46585169103430,256.89343317353000,504.4632834235190,1953.6874561981000,2659.6641070586000,HAPPY,which,1.172,1.722,NA,NA
147,ngf_01208_00555939028,3.54,is,i,NA,0.04,65.28755332475480,238.10809342095400,377.550388685556,2139.540846073370,2877.2672921614800,HAPPY,is,0.877,1.886,NA,NA
150,ngf_01208_00555939028,3.785,used,uː,NA,0.1300000000000000,66.89346611464820,224.10202852101400,307.5508148873920,2247.6426561654700,2622.8183042613000,STEW,used,0.715,1.981,NA,NA
154,ngf_01208_00555939028,4.055,to,uː,NA,0.0300000000000002,62.78657687230690,210.53723476869000,359.01242456207300,2080.845562586510,2739.0702213094900,STEW,to,0.834,1.834,NA,NA
156,ngf_01208_00555939028,4.255,show,o,NA,0.0299999999999993,66.7381204871386,230.95248987774100,427.1928730179790,1653.1844814671400,2255.5321711072100,HOAX,show,0.993,1.457,NA,NA
158,ngf_01208_00555939028,4.4350000000000000,respect,i,NA,0.0300000000000002,64.27522703559360,197.86520026553600,319.4939702539980,1599.565765613040,2399.903768433940,HAPPY,respect,0.743,1.41,NA,NA
161,ngf_01208_00555939028,4.72,respect,ɛ,NA,0.0999999999999996,65.61465372102890,205.05224929357300,623.0888062099180,1773.709045821120,1840.6917715600100,DRESS,respect,1.448,1.563,NA,NA
166,ngf_01208_00555939028,5.02,but,ɔ,NA,0.04,60.139127336809100,202.499619938852,482.15561205975700,1268.9635670457700,2818.764123795370,THOUGHT,but,1.121,1.118,NA,NA
169,ngf_01208_00555939028,5.155000000000000,does,o,NA,0.0499999999999998,62.13039562306680,200.46178278237600,594.7850675791050,1631.2008803384100,2799.05681331657,HOAX,does,1.382,1.438,NA,NA
172,ngf_01208_00555939028,5.33,not,ɔ,NA,0.08,68.4215823185026,234.34578068786600,746.0269964163880,1350.4791997788100,2904.2408706577200,THOUGHT,not,1.734,1.19,NA,NA
174,ngf_01208_00555939028,5.455,indicate,i,NA,0.0500000000000007,63.71838031010810,222.26562927435300,537.8520049826360,2362.6383477872300,2945.5236146834000,HAPPY,indicate,1.25,2.082,NA,NA
177,ngf_01208_00555939028,5.595000000000000,indicate,i,NA,0.0300000000000002,58.02670072985910,202.32979842508500,371.35890451598400,2450.7946807002300,2866.2594241133500,HAPPY,indicate,0.863,2.16,NA,NA
179,ngf_01208_00555939028,5.825000000000000,indicate,e,NA,0.1100000000000000,62.40415548548970,205.57023134924800,397.93171099246400,1316.236973821460,2566.1849408246900,FACE,indicate,0.925,1.16,NA,NA
181,ngf_01208_00555939028,6.055,a,a,NA,0.0700000000000002,60.03788893828350,202.76439030631800,422.30324656364800,2143.6542511409200,2780.1167555098900,BAT,a,0.981,1.889,NA,NA
184,ngf_01208_00555939028,6.355,royal,a,NA,0.0499999999999998,63.68521017113440,194.49763834774700,568.7964749018040,1338.672309751390,2720.4126750741400,BAT,royal,1.322,1.18,NA,NA
188,ngf_01208_00555939028,6.72,status,e,NA,0.0999999999999996,59.93534582962580,185.0675170979890,413.11116539539700,2259.1788976930100,2571.3428712061900,FACE,status,0.96,1.991,NA,NA
190,ngf_01208_00555939028,6.95,status,u,NA,0.0999999999999996,58.16494445565020,178.2463142035320,558.3893665133320,1570.0952052853900,2492.391919283300,YOU,status,1.298,1.384,NA,NA
194,ngf_01208_00581853366,0.865,in,i,NA,0.09,56.00563797599570,267.61167653903000,426.90484689201000,2407.22023900589,3042.21126106719,HAPPY,in,0.992,2.122,NA,NA
197,ngf_01208_00581853366,1.06,one,ɔ,NA,0.06,75.49158277244910,337.98787184108700,941.0741497734620,1108.6253147277400,1679.8704946633100,THOUGHT,one,2.187,0.977,NA,NA
199,ngf_01208_00581853366,1.1950000000000000,incident,i,1,0.1100000000000000,70.59266017219360,258.2500624974240,505.10459258501600,2419.286913659290,3002.0653438813600,HAPPY,incident,1.174,2.132,NA,NA
202,ngf_01208_00581853366,1.4250000000000000,incident,i,0,0.05,67.86038530157970,225.56379740918400,447.44409445293600,2012.0775784395100,2041.2600567992800,HAPPY,incident,1.04,1.773,NA,NA
204,ngf_01208_00581853366,1.55,incident,ɛ,0,0.1200000000000000,63.35127997866600,192.11963385381500,662.5705993457740,1931.2078469181300,2806.8837768987600,DRESS,incident,1.54,1.702,NA,NA
209,ngf_01208_00581853366,2.0,his,i,NA,0.0599999999999998,70.81416261942140,248.90237985765400,471.1666181853730,1460.303870701380,2209.7788807406900,HAPPY,his,1.095,1.287,NA,NA
212,ngf_01208_00581853366,2.265,damning,a,1,0.0899999999999998,74.1256108838146,277.5245680751000,813.8214440641870,1695.8454854529900,1752.998470963940,BAT,damning,1.891,1.495,NA,NA
214,ngf_01208_00581853366,2.4400000000000000,damning,i,0,0.06,72.35675002557010,291.72702189217300,448.9354340264460,2702.1214404583700,3149.0951246486300,HAPPY,damning,1.043,2.382,NA,NA
218,ngf_01208_00581853366,2.675,testimony,ɛ,1,0.0699999999999998,67.79146702879950,232.36170836852200,795.2186928098680,1808.2726998297600,2927.027282469490,DRESS,testimony,1.848,1.594,NA,NA
221,ngf_01208_00581853366,2.885,testimony,i,0,0.0299999999999998,63.18738955360670,220.89488491142000,290.23503210650200,1754.7587397944500,2891.966418618300,HAPPY,testimony,0.675,1.547,NA,NA
223,ngf_01208_00581853366,2.99,testimony,ɔ,0,0.0799999999999996,65.89827592067950,214.10633377461100,675.8686989578540,1479.0704909327800,2991.6467561242300,THOUGHT,testimony,1.571,1.304,NA,NA
225,ngf_01208_00581853366,3.165,testimony,i,0,0.1300000000000000,63.058695962243900,194.86623115996900,578.7093836473150,2641.4128411390200,3105.1843665425400,HAPPY,testimony,1.345,2.328,NA,NA
226,ngf_01208_00581853366,3.245,against,a,NA,0.0299999999999998,60.546951462238,190.87326528746000,498.5481200000220,2493.0201129601,2886.401062514060,BAT,against,1.159,2.197,NA,NA
228,ngf_01208_00581853366,3.405,against,ɛ,NA,0.0500000000000002,68.25531439497790,240.48775969674700,478.8554449973720,1961.2812210556900,2459.1179842501100,DRESS,against,1.113,1.729,NA,NA
229,ngf_01208_00581853366,3.4450000000000000,against,i,NA,0.0299999999999998,69.39054561314150,247.98274865455800,733.1221398986260,2196.4531821860000,2996.6510149750700,HAPPY,against,1.704,1.936,NA,NA
234,ngf_01208_00581853366,3.75,former,ɔ,1,0.0599999999999996,66.86893681186340,263.5435651767560,778.5153655460990,902.6100162122150,3066.855816561780,THOUGHT,former,1.809,0.796,NA,NA
236,ngf_01208_00581853366,3.885,former,a,0,0.0500000000000002,70.37845568482250,263.3991180118470,418.5119309052940,1611.7765744744,3011.33252580713,BAT,former,0.973,1.421,NA,NA
239,ngf_01208_00581853366,4.165,student,uː,1,0.0899999999999998,65.16672586573780,231.3289152314210,369.6427731006750,1956.081269414920,2754.530481013760,STEW,student,0.859,1.724,NA,NA
241,ngf_01208_00581853366,4.325000000000000,student,ɛ,0,0.1100000000000000,67.50770232171070,222.21541647740000,708.9418603995190,1980.686259656170,2891.285282844260,DRESS,student,1.648,1.746,NA,NA
246,ngf_01208_00581853366,4.9350000000000000,bernard,aː,NA,0.0499999999999998,64.8048077880549,200.77012574413400,607.8884622202210,1922.5407811302800,2798.7240546666100,GIRL,bernard,1.413,1.695,NA,NA
248,ngf_01208_00581853366,5.165,bernard,a,NA,0.1900000000000000,71.36181410723700,236.21613543544900,817.005808867531,1356.0737515381800,1527.9388113121200,BAT,bernard,1.899,1.195,NA,NA
251,ngf_01208_00581853366,5.455,peters,iː,NA,0.0899999999999998,64.83906008978180,223.32633419880300,327.5952022715610,1475.3673927424100,2680.369075751290,FLEECE,peters,0.761,1.3,NA,NA
253,ngf_01208_00581853366,5.67,peters,a,NA,0.1400000000000010,66.60547979411760,214.62574121218100,621.2761271025940,1703.884338381970,2612.5567131572700,BAT,peters,1.444,1.502,NA,NA
256,ngf_01208_00581853366,5.87,was,ɔ,NA,0.0600000000000005,63.05504418779710,195.2969547994820,524.1798583106810,1346.1780798896400,1991.4453853275300,THOUGHT,was,1.218,1.187,NA,NA
259,ngf_01208_00581853366,6.09,selectively,ɛ,0,0.04,56.99640676582500,206.47222772237900,351.2527833433380,1760.641548718970,2905.7123923856000,DRESS,selectively,0.816,1.552,NA,NA
261,ngf_01208_00581853366,6.2,selectively,ɛ,1,0.0600000000000005,67.09511326397420,238.45989706918600,660.1480239686270,1866.5427070083200,2618.2439461139900,DRESS,selectively,1.534,1.645,NA,NA
264,ngf_01208_00581853366,6.380000000000000,selectively,i,0,0.04,62.55953817642340,256.9260123697230,381.5734973446840,1971.0636615139200,2744.1816374568000,HAPPY,selectively,0.887,1.737,NA,NA
267,ngf_01208_00581853366,6.585,selectively,i,0,0.1500000000000000,64.14745195550630,242.3343501504580,405.45104077789500,1790.0284057742100,2768.8679577188300,HAPPY,selectively,0.942,1.578,NA,NA
269,ngf_01208_00581853366,6.73,leaked,iː,NA,0.0599999999999996,63.82765803514570,226.49208877937200,346.1775748619090,929.6284750365540,2710.2815446081700,FLEECE,leaked,0.805,0.819,NA,NA
273,ngf_01208_00581853366,6.965,to,uː,NA,0.0300000000000002,41.713175164787800,--undefined--,190.80880376269100,1789.0224835679800,2939.0585957699100,STEW,to,0.443,1.577,NA,NA
275,ngf_01208_00581853366,7.025,the,i,NA,0.0300000000000002,57.88172772970140,200.2707676134210,361.8910323808710,1886.0259492369600,2832.239937527000,HAPPY,the,0.841,1.662,NA,NA
278,ngf_01208_00581853366,7.28,press,ɛ,NA,0.08,63.50360229835960,185.34519750934600,607.4402012041550,1709.7124378073600,2494.791840774510,DRESS,press,1.412,1.507,NA,NA
283,ngf_01208_00599036571,0.745,make,e,NA,0.09,71.80738595573500,316.79339220125700,563.5430606772970,1458.616402050400,2522.226084481060,FACE,make,1.31,1.286,NA,NA
286,ngf_01208_00599036571,1.055,sure,ʊ,NA,0.1700000000000000,69.76740036309240,229.1856464164630,526.7299557197390,1224.866544497010,2480.7234173360600,FOOT,sure,1.224,1.08,NA,NA
287,ngf_01208_00599036571,1.165,sure,a,NA,0.05,70.79432302951520,216.13589824426500,647.3042048121260,1426.9753308263800,2581.503874600610,BAT,sure,1.504,1.258,NA,NA
289,ngf_01208_00599036571,1.275,that,a,NA,0.03,64.97685580370620,219.98255513435700,464.34549886557100,1499.8324103293200,1795.6142811540400,BAT,that,1.079,1.322,NA,NA
292,ngf_01208_00599036571,1.4050000000000000,you,u,NA,0.03,62.68093495406990,209.8775098243470,381.66016516319800,2491.2143313484400,2732.9199840527000,YOU,you,0.887,2.196,NA,NA
294,ngf_01208_00599036571,1.51,do,uː,NA,0.04,63.2552280065746,220.48337114866600,391.5816784581700,1489.6906872051500,2497.389523330710,STEW,do,0.91,1.313,NA,NA
296,ngf_01208_00599036571,1.635,not,ɔ,NA,0.0699999999999998,70.31215868068560,268.3444192865060,757.9543869322660,1335.1646183727700,2685.3126972212100,THOUGHT,not,1.762,1.177,NA,NA
299,ngf_01208_00599036571,1.83,continue,ɔ,0,0.04,65.38006360537460,224.7219089716680,738.241202323732,1524.2293691176200,2633.5596872933000,THOUGHT,continue,1.716,1.343,NA,NA
302,ngf_01208_00599036571,2.025,continue,i,1,0.0300000000000002,61.02736553587990,234.57032598409800,382.67795467225000,1070.3685863197900,2437.3921453190200,HAPPY,continue,0.889,0.943,NA,NA
304,ngf_01208_00599036571,2.145,continue,uː,0,0.0300000000000002,64.03115229291220,222.35829710556500,381.52877390462500,2523.7060636361300,2633.0581209489100,STEW,continue,0.887,2.224,NA,NA
306,ngf_01208_00599036571,2.265,to,uː,NA,0.0299999999999998,56.03809251374170,--undefined--,419.2754252765340,1599.4857303873100,2681.387052180770,STEW,to,0.974,1.41,NA,NA
308,ngf_01208_00599036571,2.4,converse,ɔ,0,0.04,64.59681936957190,214.04292261293000,669.0799867225590,1278.463755636650,2613.5974890386500,THOUGHT,converse,1.555,1.127,NA,NA
311,ngf_01208_00599036571,2.61,converse,aː,1,0.08,66.47051698116060,237.91502500547100,665.1989595096680,1488.6978820584600,2718.1239913525200,GIRL,converse,1.546,1.312,NA,NA
314,ngf_01208_00599036571,2.805,with,i,NA,0.0299999999999998,36.76147760475200,--undefined--,600.342797187258,1639.5596175404900,2922.788814529720,HAPPY,with,1.395,1.445,NA,NA
315,ngf_01208_00599036571,2.85,a,a,NA,0.06,54.83497980180890,--undefined--,478.19264488681900,2017.814999350480,2731.959104813910,BAT,a,1.111,1.778,NA,NA
317,ngf_01208_00599036571,3.025,user,uː,1,0.1300000000000000,61.06585321868400,205.31996638719400,369.1520144903360,2499.4374851751500,2780.1472220289800,STEW,user,0.858,2.203,NA,NA
319,ngf_01208_00599036571,3.265,user,a,0,0.1500000000000000,55.567891185960300,182.42536754876000,786.4204502487170,1769.4286266331700,2598.6885867791200,BAT,user,1.828,1.56,NA,NA
321,ngf_01208_00599036571,3.665,if,i,NA,0.1100000000000000,58.03717510227800,304.9832052620630,542.6897878680940,2543.0984277158800,2707.5687893306900,HAPPY,if,1.261,2.241,NA,NA
324,ngf_01208_00599036571,3.905,they,e,NA,0.0900000000000003,68.77686608732100,216.2612125097210,464.21291481847200,2083.641845265220,2416.792219989230,FACE,they,1.079,1.836,NA,NA
325,ngf_01208_00599036571,4.03,ask,a,NA,0.1600000000000000,65.02091529518110,215.7459253747970,906.4681018701380,1475.6121211519800,2657.530336014880,BAT,ask,2.107,1.301,NA,NA
329,ngf_01208_00599036571,4.345,to,uː,NA,0.1500000000000000,55.80479437664480,--undefined--,290.4697387392390,2330.4465683607200,3535.5068644662200,STEW,to,0.675,2.054,NA,NA
331,ngf_01208_00599036571,4.56,cancel,a,1,0.08,64.62345421352920,207.12352810870800,948.2305672531870,1601.1785057065900,2404.828049249460,BAT,cancel,2.204,1.411,NA,NA
334,ngf_01208_00599036571,4.735000000000000,cancel,ɛ,0,0.0300000000000002,59.86678778781840,232.01957409950800,450.47633692905600,1357.2495209090200,2763.4480258341600,DRESS,cancel,1.047,1.196,NA,NA
336,ngf_01208_00599036571,4.905000000000000,or,ɔ,NA,0.0300000000000002,62.95813983243820,187.0180298105850,598.8675877706980,1428.2185530374700,2716.63182971083,THOUGHT,or,1.392,1.259,NA,NA
337,ngf_01208_00599036571,4.95,exit,ɛ,0,0.0600000000000005,61.6516373865465,182.9693130936540,538.0554569148630,1919.4099622635000,2659.1785619312700,DRESS,exit,1.25,1.692,NA,NA
340,ngf_01208_00599036571,5.21,exit,i,1,0.08,56.36496401393730,188.16751884659500,440.40685422590400,2100.1521906126300,2586.5453905824000,HAPPY,exit,1.024,1.851,NA,NA
345,ngf_01208_00612881659,0.795,to,uː,NA,0.03,71.49402248214380,260.01775783421700,466.91885825709900,2143.9953591290700,2735.166612139380,STEW,to,1.085,1.89,NA,NA
347,ngf_01208_00612881659,0.92,get,ɛ,NA,0.0799999999999999,76.542701718648,267.14967792754000,610.09050194963,1767.9335615585200,2101.12159482542,DRESS,get,1.418,1.558,NA,NA
351,ngf_01208_00612881659,1.18,started,a,1,0.1,76.37002058067810,229.66396271422900,766.4140986791430,1591.367470484960,2756.932160290460,BAT,started,1.781,1.403,NA,NA
353,ngf_01208_00612881659,1.405,started,ɛ,0,0.1100000000000000,70.1330655858263,206.51215537766200,535.53227761216,2000.2948380710500,2875.2226737431700,DRESS,started,1.245,1.763,NA,NA
356,ngf_01208_00612881659,1.615,just,ɔ,NA,0.0299999999999998,71.33184434251570,254.76702478517100,486.0755257436490,1828.7525887110200,2808.885140580860,THOUGHT,just,1.13,1.612,NA,NA
360,ngf_01208_00612881659,1.815,tell,ɛ,NA,0.03,71.22267316805730,268.43119055731300,776.5671377706680,1602.1757351272300,2997.1271375755500,DRESS,tell,1.805,1.412,NA,NA
363,ngf_01208_00612881659,2.0,me,iː,NA,0.04,72.53011202059570,224.31833117333600,73.28160432032740,403.81225025606000,2401.216998084030,FLEECE,me,0.17,0.356,NA,NA
365,ngf_01208_00612881659,2.085,the,i,NA,0.0300000000000002,69.74498653157070,213.68351372943700,372.3974055913610,2108.6885546555800,2853.0445288147900,HAPPY,the,0.865,1.859,NA,NA
367,ngf_01208_00612881659,2.21,number,ɔ,1,0.06,71.50494709498950,214.94512208559800,615.8504711120230,1149.4347995919300,1333.5111172489800,THOUGHT,number,1.431,1.013,NA,NA
370,ngf_01208_00612881659,2.365,number,a,0,0.0299999999999998,70.34366239782220,214.48640376693000,647.1203560642290,1273.3512987296300,2841.0617945814900,BAT,number,1.504,1.122,NA,NA
371,ngf_01208_00612881659,2.4,of,ɔ,NA,0.04,70.16559013711900,207.26964914663200,640.8616453539330,1220.5478103016100,2847.4138045755000,THOUGHT,of,1.489,1.076,NA,NA
375,ngf_01208_00612881659,2.7,players,e,NA,0.1600000000000000,67.65415086165750,198.54669228011200,469.97825031668900,1231.1647580007900,2371.3879567812300,FACE,players,1.092,1.085,NA,NA
376,ngf_01208_00612881659,2.83,players,a,NA,0.1,64.55327656020350,181.60495682492600,537.1446653586980,1812.9697123984900,2741.6996508826500,BAT,players,1.248,1.598,NA,NA
381,ngf_01208_00807323267,0.95,cancel,a,1,0.0799999999999999,78.406469176876,260.0432609816460,949.5328688550920,1712.5553087863200,2645.1952734995800,BAT,cancel,2.207,1.509,NA,NA
384,ngf_01208_00807323267,1.17,cancel,ɛ,0,0.04,68.38700389508020,291.6242983800660,363.9124531592510,1531.2962841562600,2736.1146257644800,DRESS,cancel,0.846,1.35,NA,NA
387,ngf_01208_00807323267,1.3050000000000000,the,i,NA,0.05,71.3789929524833,227.8878808524290,379.8340386710820,1767.1214825544900,2439.9107384573800,HAPPY,the,0.883,1.558,NA,NA
389,ngf_01208_00807323267,1.375,reminder,i,NA,0.0299999999999998,72.31659452990530,214.33094212219500,256.03671179722900,1254.2751421560500,2007.7649170460900,HAPPY,reminder,0.595,1.106,NA,NA
394,ngf_01208_00807323267,1.76,reminder,a,NA,0.06,71.34416536199010,218.59397686224600,552.6117682933990,1642.5321101643900,2591.942319437260,BAT,reminder,1.284,1.448,NA,NA
396,ngf_01208_00807323267,1.93,to,uː,NA,0.04,65.7271039544163,214.39257272353300,412.886550834496,1865.3884162539300,2766.928454978250,STEW,to,0.96,1.644,NA,NA
400,ngf_01208_00807323267,2.295,milk,i,NA,0.0300000000000002,70.44186880421630,208.60146173105400,632.5229072251120,1809.9921360258200,2938.641183872540,HAPPY,milk,1.47,1.595,NA,NA
404,ngf_01208_00807323267,2.7,every,ɛ,NA,0.1600000000000000,59.17813494506780,217.85585510650100,678.0388086223980,2056.1515492999100,2769.313927634890,DRESS,every,1.576,1.812,NA,NA
406,ngf_01208_00807323267,2.875,every,ɛ,NA,0.0300000000000002,67.05423788653700,203.62798056624900,370.43865463164300,1757.0651569566700,2564.6044744720100,DRESS,every,0.861,1.549,NA,NA
408,ngf_01208_00807323267,2.96,every,i,NA,0.08,69.98089445580420,210.93319426852200,380.44600688491400,2378.360706311200,2734.6575015788300,HAPPY,every,0.884,2.096,NA,NA
413,ngf_01208_00807323267,3.51,friday,e,NA,0.2200000000000000,63.87033842241000,177.3895597283600,282.7764478370780,451.19491180216600,2540.5281403942100,FACE,friday,0.657,0.398,NA,NA
416,ngf_01208_00814048185,0.6100000000000000,ewa,ɛ,NA,0.0999999999999999,56.72804818910800,237.62901310593300,710.8874262376970,2143.7410794170100,2793.9998230402100,DRESS,ewa,1.652,1.889,NA,NA
418,ngf_01208_00814048185,0.79,ewa,a,NA,0.14,77.92540074916930,238.40058150058900,797.9985778175990,1409.53787209705,2398.303093373530,BAT,ewa,1.855,1.242,NA,NA
420,ngf_01208_00814048185,1.125,is,i,NA,0.1300000000000000,73.44070354685270,234.43467997717400,349.90837280426200,2650.9275604801500,2845.85282435303,HAPPY,is,0.813,2.336,NA,NA
422,ngf_01208_00814048185,1.28,a,a,NA,0.04,70.12127965917810,233.47867287367000,430.24019748235800,1930.3875162913400,2755.3983119534700,BAT,a,1,1.701,NA,NA
426,ngf_01208_00814048185,1.55,street,iː,NA,0.06,73.27133978090420,304.9075283859400,327.11053446025800,2318.926340339730,2552.571182494000,FLEECE,street,0.76,2.044,NA,NA
429,ngf_01208_00814048185,1.765,food,uː,NA,0.07,70.21597474124080,243.7010555337900,442.5681845660390,961.3634485457450,2660.73712282802,STEW,food,1.029,0.847,NA,NA
432,ngf_01208_00814048185,1.955,commonly,ɔ,1,0.03,73.91041039770050,273.3344358714570,892.6842424508890,1399.8893407207600,2605.4602314525100,THOUGHT,commonly,2.075,1.234,NA,NA
434,ngf_01208_00814048185,2.065,commonly,ɔ,0,0.0499999999999998,76.48032847483910,263.53393927398900,375.8196084064910,1644.3073127350300,2599.629915252090,THOUGHT,commonly,0.873,1.449,NA,NA
437,ngf_01208_00814048185,2.25,commonly,i,0,0.1200000000000000,66.47292484311250,246.24430633824200,289.60942577711700,2891.373496244290,3161.8248108474000,HAPPY,commonly,0.673,2.548,NA,NA
