sound,midpoint,word,phoneme,duration,intensity,F0,F1,F2,F3
ngm_08784_00021113659,0.425,,,0.85,,,641.7299168348038,1628.7388650264536,2640.101167086306
ngm_08784_00021113659,0.9099999999999999,fetch,f,0.12,,,1219.1508039830685,1999.2527087006913,2963.670850714204
ngm_08784_00021113659,1.01,fetch,ɛ,0.08000000000000007,,,645.7953120455625,1630.41414790464,2655.4262784713746
ngm_08784_00021113659,1.115,fetch,tʃ,0.1299999999999999,,,1266.436371437226,2805.2526442909098,3454.618440637886
ngm_08784_00021113659,1.1949999999999998,me,mʲ,0.030000000000000027,,,379.16079751061227,1682.7152479192148,2120.6253062468695
ngm_08784_00021113659,1.2349999999999999,me,iː,0.050000000000000044,,,373.83083893216013,1833.326487524032,2279.8385531746794
ngm_08784_00021113659,1.295,my,m,0.07000000000000006,,,341.7607159893272,1294.6337417650827,2401.795788572035
ngm_08784_00021113659,1.38,my,aj,0.09999999999999987,,,567.3426366562003,1663.9779378378096,2465.874592121103
ngm_08784_00021113659,1.47,gloves,ɡ,0.08000000000000007,,,344.7157206392234,1597.5873969534405,2172.204446260758
ngm_08784_00021113659,1.545,gloves,l,0.07000000000000006,,,310.32537791495344,1499.846332667494,2170.2905982166344
ngm_08784_00021113659,1.625,gloves,ɔ,0.08999999999999986,,,455.62542544074694,1110.980020301415,2474.0750963846394
ngm_08784_00021113659,1.69,gloves,v,0.040000000000000036,,,349.9765294509943,1216.6590757328079,2483.966234515228
ngm_08784_00021113659,1.73,gloves,z,0.040000000000000036,,,247.9207391798272,1617.3969205877022,2794.371203213498
ngm_08784_00021113659,1.78,this,ð,0.06000000000000005,,,214.3233761778892,1749.9150477341825,2745.9499681766015
ngm_08784_00021113659,1.84,this,i,0.06000000000000005,,,327.6797279398789,1669.4657966479624,2485.074419252115
ngm_08784_00021113659,1.905,this,s,0.06999999999999984,,,1240.092377720437,1975.2734927867436,3108.686558945151
ngm_08784_00021113659,1.99,moment,m,0.10000000000000009,,,269.946691439582,1159.346595105588,2427.2725610734624
ngm_08784_00021113659,2.06,moment,o,0.040000000000000036,,,448.07321372038354,1150.4300986701585,2445.010114393383
ngm_08784_00021113659,2.115,moment,m,0.06999999999999984,,,855.6746059415716,1942.2119077111033,2934.7950092567517
ngm_08784_00021113659,2.205,moment,ɛ,0.10999999999999988,,,471.5993219852435,1699.3936841720338,2508.1699689653956
ngm_08784_00021113659,2.275,moment,n,0.03000000000000025,,,395.0337216871806,1552.5197336666188,2584.3746380065286
ngm_08784_00021113659,2.35,moment,t,0.1200000000000001,,,707.2942116331689,1715.7037383754607,2788.0153522588403
ngm_08784_00021113659,2.911666666666667,,,1.0033333333333334,,,1228.2255447710045,2320.1587279874348,3134.154291467895
ngm_08784_00115058421,0.875,,,1.75,,,1190.8578155310408,2171.526913502094,3193.804729193231
ngm_08784_00115058421,1.78,the,ð,0.06000000000000005,,,1376.6979370850113,2101.6057794222893,3156.499990132377
ngm_08784_00115058421,1.835,the,i,0.050000000000000044,,,295.84578296723254,2246.3353996123096,2369.686426764535
ngm_08784_00115058421,1.9100000000000001,castle,kʰ,0.09999999999999987,,,1461.0858227628758,1923.0396901670488,2783.7217038760377
ngm_08784_00115058421,2.025,castle,a,0.1299999999999999,,,743.6365714126036,1210.1063955166023,2435.6137799255766
ngm_08784_00115058421,2.15,castle,s,0.1200000000000001,,,1623.5922860091684,2752.9849948389797,3699.4158636631155
ngm_08784_00115058421,2.235,castle,ʊ,0.04999999999999982,,,357.6646522198779,1292.88337837765,2489.440780192104
