sound,midpoint,word,phoneme,duration,intensity,F0,F1,F2,F3
ngf_01523_00042327987,0.55,,,1.1,7.886532834087953,--undefined--,984.3640230117032,1874.9284063120556,2611.658349350589
ngf_01523_00042327987,1.175,abby,a,0.1499999999999999,69.24931302401136,223.2585930061455,857.2554153859473,1569.681056161723,2439.2854992900884
ngf_01523_00042327987,1.2850000000000001,abby,bʲ,0.07000000000000006,71.57129313969911,--undefined--,280.7661718659576,1373.5758132955252,2520.1193953280313
ngf_01523_00042327987,1.365,abby,i,0.08999999999999986,76.12042887888668,303.78070552611865,367.30778741235673,2407.187180446128,2697.814529361183
ngf_01523_00042327987,1.48,taught,tʰ,0.14000000000000012,65.89553386052694,--undefined--,960.2057084882962,2114.9025463110193,2938.5186851048
ngf_01523_00042327987,1.605,taught,ɔ,0.10999999999999988,79.55260976164509,233.37839531890432,671.5354722891321,1061.6897629005377,2588.67687640783
ngf_01523_00042327987,1.7149999999999999,taught,t,0.1100000000000001,58.9308178237133,--undefined--,795.2763093154376,1736.417136700072,2667.066628081797
ngf_01523_00042327987,1.795,the,ð,0.050000000000000044,57.62377546594229,--undefined--,1761.2651418812566,2738.4135006333026,3761.1681453939896
ngf_01523_00042327987,1.865,the,i,0.08999999999999986,67.99086603867967,177.99939638780296,362.4799276009764,2458.1019027582174,2588.3101227507236
ngf_01523_00042327987,1.9449999999999998,importance,i,0.07000000000000006,70.64503259836363,200.49508107991525,394.05986380725375,2357.9070328396533,2583.998808427651
ngf_01523_00042327987,2.01,importance,m,0.06000000000000005,78.14441281186791,234.8515526989382,265.6708308797662,1749.0003093881419,2106.4899316561045
ngf_01523_00042327987,2.085,importance,pʰ,0.08999999999999986,78.09624395415867,--undefined--,793.5636035585387,2013.0942789877531,3130.7540419886354
ngf_01523_00042327987,2.145,importance,ɔ,0.03000000000000025,76.04296418517045,248.1239916534498,619.7603551012998,1394.8553400254266,2515.4718709343724
ngf_01523_00042327987,2.21,importance,t,0.09999999999999964,63.59555811374771,--undefined--,412.2399559937959,1588.5390100310324,2645.178640968469
ngf_01523_00042327987,2.3049999999999997,importance,a,0.0900000000000003,75.26525694203855,226.23844191662755,717.9738952852097,1504.0490578780966,1813.2890871222064
ngf_01523_00042327987,2.37,importance,n,0.040000000000000036,75.13739253345223,224.97222739995078,451.81934052467483,1618.702487078536,2630.1290472009005
ngf_01523_00042327987,2.42,importance,s,0.06000000000000005,62.07864516692221,--undefined--,446.76777606448957,1932.5025635742713,2801.9443944818095
ngf_01523_00042327987,2.4850000000000003,of,ɔ,0.06999999999999984,66.62576957120619,--undefined--,519.6911785457052,1291.9633063023114,2486.9693681460594
ngf_01523_00042327987,2.5700000000000003,of,v,0.10000000000000009,62.84352166754837,--undefined--,1528.0787671014982,2423.8919727472226,3231.8583653940495
ngf_01523_00042327987,2.68,poise,pʰ,0.1200000000000001,75.36661994139723,--undefined--,209.18154903959376,1237.6883857208943,2085.07444195493
ngf_01523_00042327987,2.83,poise,ɔj,0.17999999999999972,77.38489684795287,225.76142425952187,634.5408926507897,1206.8115422300593,2432.265863769902
ngf_01523_00042327987,2.99,poise,z,0.14000000000000012,65.41860291398368,--undefined--,757.0935798336636,2269.1362592340924,3345.9174307904455
