sound,midpoint,word,phoneme,duration,intensity,F0,F1,F2,F3
ngm_03397_00002105279,4.745,or,ʔ,0.07000000000000028,,,543.149749779993,1783.4656391636624,3107.6013626458625
ngm_03397_00002105279,4.835,or,ɔ,0.10999999999999943,,,453.13633883766624,795.1131580699406,1849.813297720421
ngm_03397_00002105279,4.96,renunciation,ɹ,0.14000000000000057,,,334.6744144395848,973.2088445991792,1573.9365526763356
ngm_03397_00002105279,5.0649999999999995,renunciation,i,0.0699999999999994,,,382.9358642034677,2075.5395869870817,2483.8646039104615
ngm_03397_00002105279,5.14,renunciation,n,0.08000000000000007,,,240.8144758251746,593.9140978363864,2542.831534170667
ngm_03397_00002105279,5.234999999999999,renunciation,a,0.11000000000000032,,,367.63825004125084,952.5060659369802,2325.4309324041446
ngm_03397_00002105279,5.305,renunciation,n,0.03000000000000025,,,346.32069527395976,1670.8166259833065,2478.7821772783873
ngm_03397_00002105279,5.395,renunciation,s,0.14999999999999947,,,1837.665417756383,2449.9353934937017,3596.7946687249655
ngm_03397_00002105279,5.484999999999999,renunciation,i,0.03000000000000025,,,287.6121132668925,1877.4177002582883,2611.840195822969
ngm_03397_00002105279,5.55,renunciation,e,0.09999999999999964,,,322.96327056478555,2182.5453301402085,2758.5766614133163
ngm_03397_00002105279,5.66,renunciation,ʃ,0.1200000000000001,,,1316.5725565900539,2550.933192157667,3216.340928068529
ngm_03397_00002105279,5.76,renunciation,ɔ,0.08000000000000007,,,440.55341150039044,1146.953432480914,2347.661952035778
ngm_03397_00002105279,5.895,renunciation,n,0.1900000000000004,,,247.89940775654253,1548.270605835143,2397.9457357464944
ngm_03397_00002105279,6.02,by,b,0.05999999999999961,,,127.98799760105344,2049.95555874023,3001.5518159939325
ngm_03397_00002105279,6.215,by,aj,0.33000000000000007,,,513.6587048405594,1763.9436310853048,2146.5010963362024
ngm_03397_00002105279,6.465,,,0.16999999999999993,,,1092.2298719792825,2039.9635638550062,3351.3141528938595
ngm_03397_00002105279,6.58,or,ʔ,0.0600000000000005,,,911.4870483423394,2127.080694181557,3073.985404039908
ngm_03397_00002105279,6.695,or,ɔ,0.16999999999999993,,,433.0823192277631,728.1691026142144,1916.827694436273
ngm_03397_00002105279,6.87,upon,ɔ,0.17999999999999972,,,436.03593639509387,788.2171709983252,2115.5619455739866
ngm_03397_00002105279,7.029999999999999,upon,pʰ,0.13999999999999968,,,543.6652377146256,1574.7973598941844,2800.384774438585
ngm_03397_00002105279,7.15,upon,ɔ,0.10000000000000053,,,410.8494354939841,766.8946655802157,2360.1647583950876
ngm_03397_00002105279,7.245,upon,n,0.08999999999999986,,,248.85599684906427,1547.4596520319253,2559.1791295520065
ngm_03397_00002105279,7.3100000000000005,,,0.040000000000000036,,,749.07421876317,1912.9464786959988,2708.1095392370303
ngm_03397_00002105279,7.4399999999999995,oath,o,0.21999999999999975,,,331.16738671875135,717.731683298704,2238.514344240509
ngm_03397_00002105279,7.635,oath,θ,0.16999999999999993,,,744.8118374330098,1710.200981287531,2676.7671355317416
ngm_03397_00002105279,7.9399999999999995,,,0.4400000000000004,,,871.372835163545,1365.2822273764746,2490.6518800402246
ngm_03397_00002105279,8.225,often,ɔ,0.129999999999999,,,489.6917218052275,820.10175358647,2094.286220707169
ngm_03397_00002105279,8.325,often,f,0.07000000000000028,,,158.08414413148665,1531.3257077174,2761.3934038502057
ngm_03397_00002105279,8.379999999999999,often,t,0.040000000000000924,,,1391.2309903680039,1841.167001358467,2770.148532454544
ngm_03397_00002105279,8.435,often,ɛ,0.07000000000000028,,,411.192733931894,997.9287308679401,2462.9421085998106
ngm_03397_00002105279,8.510000000000002,often,n,0.08000000000000007,,,272.16057700902235,1313.4691102209445,2345.4494887910932
ngm_03397_00002105279,8.575,the,ð,0.049999999999998934,,,173.6530418547527,797.6692999974099,2057.8825747066467
ngm_03397_00002105279,8.629999999999999,the,i,0.0600000000000005,,,280.9571454165695,2059.7363323682816,2966.695562212888
ngm_03397_00002105279,8.715,renunciation,ɹ,0.10999999999999943,,,250.09242861112136,958.9670629980999,1850.260069200882
ngm_03397_00002105279,8.83,renunciation,i,0.120000000000001,,,346.25846845606844,2157.181559526773,2961.6072396561503
ngm_03397_00002105279,8.935,renunciation,n,0.08999999999999986,,,270.3093925923762,2445.4815270494933,2894.816785283629
ngm_03397_00002105279,9.030000000000001,renunciation,a,0.09999999999999964,,,303.14294992398766,963.5875998521178,2422.7657219266243
ngm_03397_00002105279,9.094999999999999,renunciation,n,0.02999999999999936,,,375.83748736938486,1782.5635128565048,2578.9035229362203
ngm_03397_00002105279,9.175,renunciation,s,0.13000000000000078,,,1808.6602451008528,2330.8451921556,3135.003449356219
ngm_03397_00002105279,9.254999999999999,renunciation,i,0.02999999999999936,,,279.54691879655854,1973.5254320069696,2930.1667085262848
ngm_03397_00002105279,9.309999999999999,renunciation,e,0.08000000000000007,,,336.34816975207343,2015.2727721046058,3106.5806104018748
ngm_03397_00002105279,9.395,renunciation,ʃ,0.08999999999999986,,,1938.1659011020085,2518.2189224458325,3162.5040743684863
ngm_03397_00002105279,9.46,renunciation,ɔ,0.040000000000000924,,,381.09784198724486,1579.9997089810222,2117.6339940528874
ngm_03397_00002105279,9.52,renunciation,n,0.08000000000000007,,,293.70561901108755,1246.5523022438424,2532.9883350575633
ngm_03397_00002105279,9.605,of,ɔ,0.08999999999999986,,,394.2303549147433,1099.8247930101336,2340.721453166416
ngm_03397_00002105279,9.675,of,v,0.049999999999998934,,,274.2289773085625,1947.5479263348889,2359.4799343304912
ngm_03397_00002105279,9.754999999999999,citizenship,s,0.11000000000000121,,,1834.131600523214,2329.867182221643,3590.6811837548057
ngm_03397_00002105279,9.845,citizenship,i,0.07000000000000028,,,273.30896567959945,1829.6931274264077,2232.580237094418
ngm_03397_00002105279,9.925,citizenship,tʲ,0.08999999999999986,,,137.49873248174566,1887.5996706775306,2935.1948338026864
ngm_03397_00002105279,10,citizenship,i,0.05999999999999872,,,310.3703624737109,1713.0873274399037,1798.8608714251711
ngm_03397_00002105279,10.07,citizenship,z,0.08000000000000007,,,277.49485849288243,1664.395962273531,3275.1445698782936
ngm_03397_00002105279,10.14,citizenship,ɛ,0.0600000000000005,,,401.7192680633146,1788.782659733995,2413.5491099561773
ngm_03397_00002105279,10.21,citizenship,n,0.08000000000000007,,,403.07196974926984,2021.9998570644689,3152.1119917959954
ngm_03397_00002105279,10.33,citizenship,ʃ,0.16000000000000014,,,1754.3333785481013,2545.5962031683,3270.261263412322
ngm_03397_00002105279,10.46,citizenship,i,0.09999999999999964,,,306.39212302682586,1952.0554668761836,3098.786548037049
ngm_03397_00002105279,10.54,citizenship,p,0.0600000000000005,,,153.91426599704337,2120.999982567087,3191.8315482862413
ngm_03397_00002105279,10.690000000000001,,,0.2400000000000002,,,1232.7928150573885,2469.739009994456,3329.3881866338684
ngm_03397_00002105279,10.845,or,ʔ,0.07000000000000028,,,407.32972524631384,1612.3618850934974,2667.1605121060265
ngm_03397_00002105279,10.915,or,ɔ,0.06999999999999851,,,457.27574233507283,1029.4548314792366,2272.1002219935153
ngm_03397_00002105279,11.024999999999999,some,s,0.15000000000000036,,,1469.0318100899774,2492.1403478628445,3315.8655767705764
ngm_03397_00002105279,11.135,some,ɔ,0.07000000000000028,,,499.5869787339059,976.7008821689949,2178.9603349855174
ngm_03397_00002105279,11.219999999999999,some,m,0.09999999999999964,,,291.47086653682516,1070.8073738519108,2475.4057408729213
ngm_03397_00002105279,11.32,other,ɔ,0.09999999999999964,,,472.51142017830506,886.9047208958601,2140.7640834241206
ngm_03397_00002105279,11.405,other,ð,0.07000000000000028,,,329.3471111926714,1238.8561098519147,2883.4155506558845
ngm_03397_00002105279,11.5,other,a,0.120000000000001,,,581.5012440431963,1267.8292967157051,2558.448242873047
ngm_03397_00002105279,11.635000000000002,right,ɹ,0.15000000000000036,,,388.63570133336566,822.413819867332,1146.7743643938209
ngm_03397_00002105279,11.780000000000001,right,aj,0.1399999999999988,,,464.48975799025203,1818.5757649763207,2876.4984866594955
ngm_03397_00002105279,11.899999999999999,right,t,0.09999999999999964,,,1777.274928497416,2827.480568247478,3950.909166974114
ngm_03397_00002105279,12.045,,,0.19000000000000128,,,1338.6665480659708,2076.062768673223,3130.1946590911566
ngm_03397_00002105279,12.17,or,ʔ,0.05999999999999872,,,426.83178722935304,1535.4321667985537,2763.2107048509442
ngm_03397_00002105279,12.235,or,ɔ,0.07000000000000028,,,421.1903183260122,735.1618343085053,2160.1877497583178
ngm_03397_00002105279,12.344999999999999,privilege,p,0.15000000000000036,,,466.2841340332928,1781.6150161607163,2752.918202699625
ngm_03397_00002105279,12.45,privilege,ɹ,0.0600000000000005,,,340.20765192520014,1291.658324905272,1853.6270220611825
ngm_03397_00002105279,12.504999999999999,privilege,i,0.049999999999998934,,,289.92166188436136,1181.8479134591412,2056.147757499803
ngm_03397_00002105279,12.585,privilege,vʲ,0.11000000000000121,,,107.33164444810969,1806.1135954649735,2331.08491853893
ngm_03397_00002105279,12.66,privilege,i,0.03999999999999915,,,185.31071449006475,2252.1843760517795,2829.823082271673
ngm_03397_00002105279,12.745000000000001,privilege,ʎ,0.13000000000000078,,,189.40098680573573,2024.7092734703806,2944.0363450460827
ngm_03397_00002105279,12.825,privilege,i,0.02999999999999936,,,320.46045635946814,1743.4497861141735,3164.9974830212877
ngm_03397_00002105279,12.925,privilege,dʒ,0.16999999999999993,,,1192.00214908979,2071.157003018445,2792.403916610114
ngm_03397_00002105279,13.630333333333333,,,1.2406666666666677,,,775.4136452854518,1650.809951180565,3000.39140296061
ngm_03397_00007422488,0.49,,,0.98,,,1159.6210763680867,2323.2497919740617,3166.2561312453804
ngm_03397_00007422488,1.06,wheat,w,0.15999999999999992,,,217.77379366650894,754.7362326066637,2167.511917652261
ngm_03397_00007422488,1.205,wheat,iː,0.13000000000000012,,,303.1295645487898,2209.788251361747,3183.8949709790695
ngm_03397_00007422488,1.325,wheat,t,0.10999999999999988,,,559.365637008683,2017.1649001171058,2533.517899021674
ngm_03397_00007422488,1.41,is,i,0.06000000000000005,,,275.11796702762314,1895.8378503094764,2446.0711746172037
ngm_03397_00007422488,1.5,is,z,0.1200000000000001,,,137.73824105522377,1732.2921265538578,2915.4006980826357
ngm_03397_00007422488,1.595,a,a,0.06999999999999984,,,365.0128645108835,2005.1242993298904,2207.490513321725
ngm_03397_00007422488,1.68,grass,ɡ,0.10000000000000009,,,141.4085011233872,628.5622505339734,2309.6154962834144
ngm_03397_00007422488,1.79,grass,ɹ,0.1200000000000001,,,375.3778165221317,980.0966433685649,1641.58351169759
ngm_03397_00007422488,1.915,grass,a,0.1299999999999999,,,577.9005994355322,1238.3087973870106,1788.6397390188276
ngm_03397_00007422488,2.0949999999999998,grass,s,0.22999999999999998,,,954.3280207042011,2052.1485134195464,3576.8178575080738
ngm_03397_00007422488,2.285,widely,w,0.1499999999999999,,,375.0727427039642,701.8808012018694,1673.4615712781406
ngm_03397_00007422488,2.4299999999999997,widely,aj,0.14000000000000012,,,523.940765403724,1294.1381640645736,1687.8900039900598
ngm_03397_00007422488,2.56,widely,d,0.1200000000000001,,,352.48664103804066,1796.5967916058478,3699.8315143792315
ngm_03397_00007422488,2.635,widely,ʎ,0.029999999999999805,,,340.6358714385114,2153.8734335596696,3096.462465369191
ngm_03397_00007422488,2.675,widely,i,0.050000000000000266,,,278.36376970968297,2169.710873740535,2871.3469456301846
ngm_03397_00007422488,2.755,cultivated,kʰ,0.10999999999999988,,,639.5272368289806,1047.8505894559955,1813.0058793224187
ngm_03397_00007422488,2.84,cultivated,ɔ,0.06000000000000005,,,423.501344909864,815.2025552557764,2034.883560838221
ngm_03397_00007422488,2.9000000000000004,cultivated,ɫ,0.06000000000000005,,,365.3940252351484,975.5646968596604,2292.5985686948306
ngm_03397_00007422488,2.98,cultivated,tʲ,0.09999999999999964,,,114.66080153465845,1736.4566840417258,2844.0453213211513
ngm_03397_00007422488,3.045,cultivated,i,0.03000000000000025,,,1462.8335574534303,3136.2116592481484,3508.1586644204986
ngm_03397_00007422488,3.08,cultivated,v,0.040000000000000036,,,248.8823961848494,1736.844138351427,2236.9647298084838
ngm_03397_00007422488,3.14,cultivated,e,0.08000000000000007,,,330.6388880727179,2026.5874486325847,3219.1881811273834
ngm_03397_00007422488,3.215,cultivated,t,0.06999999999999984,,,683.7769762924231,1986.3526228718724,2864.3885921619094
ngm_03397_00007422488,3.3049999999999997,cultivated,ɛ,0.10999999999999988,,,388.63519280659,1690.9628787438671,2168.062149899267
ngm_03397_00007422488,3.395,cultivated,d,0.07000000000000028,,,399.65697844287524,2061.6444528921543,3142.6275110891693
ngm_03397_00007422488,3.48,for,f,0.09999999999999964,,,842.1994754267113,1769.5712527980813,2934.743024986955
ngm_03397_00007422488,3.5549999999999997,for,ɔ,0.050000000000000266,,,372.88576765488824,681.3210105932723,2071.03350851796
ngm_03397_00007422488,3.635,its,i,0.10999999999999988,,,293.7328348732633,2155.698055269526,2872.446702837451
ngm_03397_00007422488,3.705,its,t,0.03000000000000025,,,194.84632269015728,2044.1186071717723,2900.142776725174
ngm_03397_00007422488,3.745,its,s,0.04999999999999982,,,1887.9049225817785,2658.672377677305,3845.9405735153996
ngm_03397_00007422488,3.8600000000000003,seed,s,0.18000000000000016,,,1613.9317401584417,2368.2636624874785,3802.9942652976283
ngm_03397_00007422488,4.025,seed,iː,0.14999999999999947,,,283.17190484902534,2153.399260097335,3219.644567850725
ngm_03397_00007422488,4.17,seed,d,0.14000000000000057,,,115.09617134924623,1764.581071807101,2711.875917103218
ngm_03397_00007422488,4.5,,,0.5199999999999996,,,557.7338715612615,2123.422733993863,2984.911710515952
ngm_03397_00007422488,4.779999999999999,a,a,0.040000000000000036,,,2061.715525921732,2805.167935509769,3802.769402510067
ngm_03397_00007422488,4.915,cereal,s,0.23000000000000043,,,1533.8361152621146,2370.9661076686893,3632.676449602486
ngm_03397_00007422488,5.0649999999999995,cereal,i,0.0699999999999994,,,279.3665423095974,2009.1953202463603,2691.1232287236103
ngm_03397_00007422488,5.14,cereal,ɹ,0.08000000000000007,,,318.28236538809244,1032.2258785227393,1797.398066900843
ngm_03397_00007422488,5.195,cereal,i,0.03000000000000025,,,352.89045863202995,1305.3520614551976,1899.8779522820373
ngm_03397_00007422488,5.25,cereal,a,0.08000000000000007,,,374.5848554111026,1080.6501020112219,1894.320766187142
ngm_03397_00007422488,5.3149999999999995,cereal,ɫ,0.04999999999999982,,,355.7512092814133,881.5358212421768,1985.6903072267346
ngm_03397_00007422488,5.385,grain,ɟ,0.08999999999999986,,,154.70838296220077,642.1455227420231,2352.758931903487
ngm_03397_00007422488,5.475,grain,ɹ,0.08999999999999986,,,322.65870910361764,1139.93216646652,1718.027697920886
ngm_03397_00007422488,5.555,grain,e,0.07000000000000028,,,383.96717765820154,1638.1631596018742,2080.297556178522
ngm_03397_00007422488,5.635,grain,n,0.08999999999999986,,,331.4559300236073,1824.968304537639,2373.7687707157775
ngm_03397_00007422488,5.705,which,w,0.05000000000000071,,,374.3145775498189,1888.538207991226,2094.706574115318
ngm_03397_00007422488,5.75,which,i,0.03999999999999915,,,331.4891989864815,2068.9425486262553,2988.521585007479
ngm_03397_00007422488,5.82,which,tʃ,0.10000000000000053,,,650.4764789303989,1657.8835560854382,2888.1869869838506
ngm_03397_00007422488,5.9,is,i,0.05999999999999961,,,308.9259081878985,1958.757131788771,2640.6650139361163
ngm_03397_00007422488,5.965,is,z,0.07000000000000028,,,274.435628838241,1889.0166830145076,3659.3729778544334
ngm_03397_00007422488,6.015000000000001,a,a,0.03000000000000025,,,320.7967881424047,1276.262420285755,2053.6317714604997
ngm_03397_00007422488,6.105,worldwide,w,0.14999999999999947,,,292.76772607562043,602.7855736904512,2189.0221583825064
ngm_03397_00007422488,6.195,worldwide,ɔ,0.03000000000000025,,,356.87030415896646,627.4896631780413,2280.7051330659215
ngm_03397_00007422488,6.265000000000001,worldwide,ɫ,0.11000000000000032,,,407.68851605232607,655.5420483911078,2084.1541542724594
ngm_03397_00007422488,6.355,worldwide,d,0.0699999999999994,,,154.03797298053246,741.1640539391808,2687.720655278594
ngm_03397_00007422488,6.42,worldwide,w,0.0600000000000005,,,329.16205719395214,1167.721774036156,2133.632312341323
ngm_03397_00007422488,6.51,worldwide,aj,0.1200000000000001,,,482.6248863615107,1037.088262939507,1791.4514703023578
ngm_03397_00007422488,6.625,worldwide,d,0.10999999999999943,,,283.059087954184,1363.110841314955,2503.7962794133696
ngm_03397_00007422488,6.72,staple,s,0.08000000000000007,,,798.4769985498606,2082.5774201962804,3052.3120103673928
ngm_03397_00007422488,6.8,staple,t,0.08000000000000007,,,1379.549885395173,2170.3689956116423,3235.950810266357
ngm_03397_00007422488,6.87,staple,e,0.0600000000000005,,,317.88697696837295,2030.4519200664204,2527.184342782025
ngm_03397_00007422488,6.955,staple,p,0.10999999999999943,,,876.7996638417177,1795.2787532150387,2895.76688150665
ngm_03397_00007422488,7.04,staple,ʊ,0.0600000000000005,,,348.8946911206162,609.4246014786402,2004.097365154859
ngm_03397_00007422488,7.11,staple,ɫ,0.08000000000000007,,,322.2472558779897,583.5855831194781,2071.6068262966724
ngm_03397_00007422488,7.225,food,f,0.14999999999999947,,,1080.452947824707,1754.9828121014198,2895.5077895200143
ngm_03397_00007422488,7.375,food,uː,0.15000000000000036,,,249.44131318023582,1790.1368935403455,3319.3111333031534
ngm_03397_00007422488,7.465,food,d,0.03000000000000025,,,123.09422583825797,1193.1841635845733,2335.1983675651013
ngm_03397_00007422488,7.921333333333333,,,0.8826666666666654,,,833.8345943165248,2020.972638740424,2882.4553955143406
ngm_03397_00040726685,0.46,,,0.92,,,1396.5742589098925,2147.454846438882,3469.1447899469267
ngm_03397_00040726685,0.98,improve,i,0.12,,,383.3688989192906,2154.1105592524164,2728.3779648708173
ngm_03397_00040726685,1.07,improve,m,0.06000000000000005,,,206.15956153949122,1117.0257133352688,1981.2312089436202
ngm_03397_00040726685,1.17,improve,p,0.1399999999999999,,,1661.569085004838,2100.849804221517,3477.4673200415173
ngm_03397_00040726685,1.27,improve,ɹ,0.06000000000000005,,,332.518884123533,993.9687871021584,1791.2488054840967
ngm_03397_00040726685,1.3250000000000002,improve,uː,0.050000000000000044,,,307.82126770402886,970.3820152335808,1890.729767960505
ngm_03397_00040726685,1.365,improve,v,0.029999999999999805,,,241.65639159252743,1318.0982853486717,2044.686118293193
ngm_03397_00040726685,1.4249999999999998,your,j,0.09000000000000008,,,237.7376042371068,1914.6602509267334,2267.7533668669266
ngm_03397_00040726685,1.5,your,ɔ,0.06000000000000005,,,390.1981344381439,1296.0351953257384,2045.8985564299098
ngm_03397_00040726685,1.57,headphone,h,0.08000000000000007,,,272.4676219366718,1261.4610399519077,1888.6755478219723
ngm_03397_00040726685,1.655,headphone,ɛ,0.08999999999999986,,,420.97317077124404,1441.878130520838,2137.133711737054
ngm_03397_00040726685,1.7349999999999999,headphone,d,0.07000000000000006,,,165.3821949115488,1603.649379384251,2493.9946666327073
ngm_03397_00040726685,1.8050000000000002,headphone,f,0.07000000000000006,,,1415.5784273809572,2001.1671999582927,2941.286560176199
ngm_03397_00040726685,1.855,headphone,o,0.030000000000000027,,,384.43277381930886,1213.4969690003295,2020.9888613034693
ngm_03397_00040726685,1.905,headphone,n,0.06999999999999984,,,292.9621495102219,1489.3372644544525,2327.877915656007
ngm_03397_00040726685,1.9849999999999999,experience,i,0.08999999999999986,,,471.4700049364961,2001.6281353370346,3322.8652031918355
ngm_03397_00040726685,2.0599999999999996,experience,k,0.06000000000000005,,,418.08506410863794,2029.2562810559557,3105.3005869663184
ngm_03397_00040726685,2.115,experience,s,0.050000000000000266,,,1956.85085569096,2411.385582734524,3607.0002840035922
ngm_03397_00040726685,2.18,experience,pʲ,0.08000000000000007,,,1607.9241229966374,2036.8778174802135,3232.0619299923487
ngm_03397_00040726685,2.24,experience,i,0.03999999999999959,,,327.24834203217864,1495.4682047820706,1810.923618154303
ngm_03397_00040726685,2.29,experience,ɹ,0.06000000000000005,,,363.96704724737583,1831.2716745436096,1900.078882563731
ngm_03397_00040726685,2.335,experience,i,0.03000000000000025,,,454.2021449494885,1852.9987047833617,2845.7168600234922
ngm_03397_00040726685,2.415,experience,ɛ,0.1299999999999999,,,347.3530308995819,1554.4972853408078,2424.323246356639
ngm_03397_00040726685,2.525,experience,n,0.08999999999999986,,,210.3195434391934,1648.0766159656887,2320.437277477393
ngm_03397_00040726685,2.645,experience,s,0.15000000000000036,,,873.9016812716338,2246.1126394077783,3374.1041734951564
ngm_03397_00040726685,2.845,,,0.25,,,1172.8538871344028,2042.007921807531,2883.271560093221
ngm_03397_00040726685,3.005,by,b,0.06999999999999984,,,1563.5677695813113,2024.1206631760797,3192.3933348368087
ngm_03397_00040726685,3.08,by,aj,0.08000000000000007,,,532.0853404566261,1509.452589167656,1819.653034805935
ngm_03397_00040726685,3.19,sending,s,0.13999999999999968,,,780.5797515228933,1997.1096479596079,2911.707108586106
ngm_03397_00040726685,3.3099999999999996,sending,ɛ,0.10000000000000009,,,565.5870196420648,2055.6708777335457,2564.807130919547
ngm_03397_00040726685,3.38,sending,ɲ,0.040000000000000036,,,277.9839035367254,1412.7981328115889,2300.547879568218
ngm_03397_00040726685,3.415,sending,dʲ,0.03000000000000025,,,301.2880573711533,936.1814462012084,2243.6594314182894
ngm_03397_00040726685,3.465,sending,i,0.06999999999999984,,,435.0926760145423,2125.2180637199635,2907.744317952554
ngm_03397_00040726685,3.5300000000000002,sending,ŋ,0.06000000000000005,,,192.68188425365688,1247.233867041642,2313.7317202734384
ngm_03397_00040726685,3.565,sending,ɡ,0.009999999999999787,,,140.6853508899112,1740.2187563226673,2394.0463204349016
ngm_03397_00040726685,3.5999999999999996,headphone,h,0.06000000000000005,,,518.3444589519129,1992.0903513856938,2681.9866685417855
ngm_03397_00040726685,3.67,headphone,ɛ,0.08000000000000007,,,401.0684197935767,1582.8117141735836,2070.247599155776
ngm_03397_00040726685,3.74,headphone,d,0.06000000000000005,,,144.25016996728394,1126.0919595406547,2026.315488138089
ngm_03397_00040726685,3.8,headphone,f,0.06000000000000005,,,1198.3745546063437,1630.0810529704404,3081.327375518866
ngm_03397_00040726685,3.8449999999999998,headphone,o,0.029999999999999805,,,513.4238361960582,1214.5017866827745,2205.5736326658034
ngm_03397_00040726685,3.915,headphone,n,0.11000000000000032,,,314.747617609277,1408.7319893732515,2274.3954283947264
ngm_03397_00040726685,3.995,diagnostics,d,0.04999999999999938,,,160.2792708876936,920.102608894985,2237.125934462978
ngm_03397_00040726685,4.035,diagnostics,aj,0.03000000000000025,,,489.2276152828296,1627.1644140734522,2289.409739812825
ngm_03397_00040726685,4.1,diagnostics,a,0.10000000000000053,,,547.9036722890658,1239.3704005675545,1872.9073208439781
ngm_03397_00040726685,4.19,diagnostics,ɡ,0.08000000000000007,,,267.03516975031016,1483.0410384635848,2844.3937062867117
ngm_03397_00040726685,4.26,diagnostics,n,0.05999999999999961,,,230.96948090608618,1409.2512571032519,2342.840834386421
ngm_03397_00040726685,4.34,diagnostics,ɔ,0.09999999999999964,,,474.3476174436098,1150.308943604738,2159.7826785344264
ngm_03397_00040726685,4.43,diagnostics,s,0.08000000000000007,,,924.6764890322326,2013.3514486049871,3430.114883417018
ngm_03397_00040726685,4.5,diagnostics,tʲ,0.0600000000000005,,,938.0538927968652,2303.9137378518662,2339.347874740438
ngm_03397_00040726685,4.57,diagnostics,i,0.08000000000000007,,,294.66690254602355,1958.111265773125,2770.0852845595623
ngm_03397_00040726685,4.635,diagnostics,k,0.04999999999999982,,,122.22777884371081,1917.864838027594,2712.1311312538855
ngm_03397_00040726685,4.715,diagnostics,s,0.10999999999999943,,,1685.915876349205,2669.2206565442366,3600.9732877925144
